Time,E1_C,E2_C,E3_C,E4_C,E5_C,E6_C,E7_C,off_R1_C,off_R2_C,off_R3_C,off_R4_C,on_R1_C,on_R2_C,on_R3_C,on_R4_C,on_R5_C,on_R6_C
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3.6666666666666665,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,4.0,2.25,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,5.2,2.8,1.8,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,5.5,4.166666666666667,2.3333333333333335,1.6666666666666667,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,5.5,5.0,3.5,2.1666666666666665,1.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
80,4.666666666666667,5.166666666666667,4.666666666666667,3.3333333333333335,1.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0
90,3.6666666666666665,4.666666666666667,4.833333333333333,3.1666666666666665,1.6666666666666667,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,2.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.0
100,2.8333333333333335,3.6666666666666665,4.333333333333333,3.1666666666666665,1.5,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.5
110,4.5,2.8333333333333335,3.3333333333333335,2.5,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.5,0.16666666666666666,0.5,0.5,0.6666666666666666
120,6.833333333333333,3.1666666666666665,2.5,2.3333333333333335,1.5,1.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,0.5,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666
130,8.333333333333334,6.0,3.1666666666666665,2.3333333333333335,1.6666666666666667,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.5,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666
140,9.166666666666666,8.5,5.5,3.0,2.3333333333333335,1.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.5,0.8333333333333334,0.6666666666666666
150,10.333333333333334,9.333333333333334,8.5,5.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,0.6666666666666666
160,11.5,10.333333333333334,10.0,8.166666666666666,5.666666666666667,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.16666666666666666
170,8.5,12.0,10.666666666666666,9.5,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.3333333333333333,0.0
180,5.0,10.166666666666666,12.333333333333334,9.833333333333334,8.666666666666666,6.5,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.3333333333333333,0.0,0.0,0.0,0.0
190,3.5,6.5,11.333333333333334,9.333333333333334,8.0,8.166666666666666,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,0.6666666666666666,0.0,1.1666666666666667,0.6666666666666666,0.0
200,2.6666666666666665,3.8333333333333335,7.833333333333333,7.5,7.0,6.833333333333333,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.6666666666666666,0.0,1.5,1.0,0.3333333333333333
