Time,E1_D,E1_T,E1_V,E2_D,E2_T,E2_V,E3_D,E3_T,E3_V,E4_D,E4_T,E4_V,E5_D,E5_T,E5_V,E6_D,E6_T,E6_V,E7_D,E7_T,E7_V,off_R1_D,off_R1_T,off_R1_V,off_R2_D,off_R2_T,off_R2_V,off_R3_D,off_R3_T,off_R3_V,off_R4_D,off_R4_T,off_R4_V,on_R1_D,on_R1_T,on_R1_V,on_R2_D,on_R2_T,on_R2_V,on_R3_D,on_R3_T,on_R3_V,on_R4_D,on_R4_T,on_R4_V,on_R5_D,on_R5_T,on_R5_V,on_R6_D,on_R6_T,on_R6_V
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.90338115823645,6.0,6.150563526372742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.073960400690725,3.0,3.691320133563575
20,92.46345810358056,18.0,5.1368587835322534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.06760692752829,10.0,6.406760692752829,87.29831009288769,15.0,5.819887339525846,0.0,0.0,0.0,67.3758567906182,9.0,7.486206310068689,0.0,0.0,0.0,88.73201930925833,10.0,8.873201930925834
30,259.7273227925206,30.0,8.657577426417355,65.36782442594912,5.5,11.885058986536205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.072590362172342,2.5,6.829036144868937,0.0,0.0,0.0,0.0,0.0,0.0,109.68079163502897,9.5,11.545346487897787,3.4660058006479915,10.0,0.34660058006479916,89.2635716396129,20.0,4.463178581980645,0.0,0.0,0.0,134.95336606193578,18.0,7.497409225663099,1.6085484401765289,1.0,1.6085484401765289,5.254518453691055,0.5,10.50903690738211
40,78.76074022110315,9.0,8.75119335790035,302.78106401759317,25.5,11.873767216376203,5.658947619437754,0.5,11.317895238875508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.63129147326947,8.0,10.453911434158684,0.0,0.0,0.0,0.0,0.0,0.0,35.268136765300255,3.0,11.756045588433418,65.87244093822335,20.0,3.2936220469111674,4.829330832086555,20.0,0.24146654160432773,0.0,0.0,0.0,75.81790503223499,20.0,3.7908952516117496,87.0794208145536,13.0,6.698416985734893,0.0,0.0,0.0
50,135.7861830390937,16.5,8.22946563873295,149.70211282902133,12.5,11.976169026321706,236.05381562374922,20.0,11.802690781187462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.762780715524087,20.0,1.1881390357762043,5.581679525323569,22.0,0.2537127056965259,0.0,0.0,0.0,3.0637603041220416,20.0,0.1531880152061021,156.97479514641333,30.0,5.232493171547111,0.0,0.0,0.0
60,238.21512394210754,31.5,7.562384887051033,147.96412752371663,15.5,9.546072743465588,211.2146416959156,17.5,12.069408096909463,146.27537928440853,12.5,11.702030342752682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28133100383057297,20.0,0.014066550191528648,57.461489673511906,30.0,1.9153829891170635,0.0,0.0,0.0,0.020762127470362657,20.0,0.0010381063735181329,21.953362632142955,30.0,0.7317787544047651,72.66839656580298,11.0,6.606217869618453
70,108.84327061472186,34.0,3.201272665138878,151.24521752089464,14.5,10.430704656613424,58.94753839050827,5.5,10.717734252819685,120.35076265355985,11.5,10.465283709005204,216.97926657052153,18.5,11.728609003811975,47.865937098091116,8.0,5.9832421372613895,0.0,0.0,0.0,26.73329098376737,4.5,5.9407313297260815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.276541983477706,15.5,0.3404220634501746,3.236945670085838,30.0,0.10789818900286126,0.0,0.0,0.0,0.00010163163190668456,20.0,5.081581595334228e-06,0.2967806867905267,30.0,0.009892689559684224,116.25263705836684,20.0,5.812631852918342
80,116.21255547312111,49.0,2.3716848055739,0.0,0.0,0.0,89.02806508469598,10.0,8.902806508469599,0.0,0.0,0.0,142.0017332232726,15.0,9.466782214884839,241.89033657307849,25.0,9.67561346292314,0.0,0.0,0.0,168.38416083383606,14.5,11.612700747161108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.237737849090102,2.5,4.495095139636041,0.01865229658710632,30.0,0.0006217432195702107,2.2218049926423866,1.0,2.2218049926423866,0.0,20.0,0.0,0.0023207719966507057,30.0,7.735906655502353e-05,79.11454341750803,30.0,2.6371514472502677
90,107.91654912872832,64.0,1.68619608013638,0.0,0.0,0.0,77.6095691285227,20.0,3.8804784564261348,0.0,0.0,0.0,83.34838287731127,21.0,3.968970613205298,183.7264173696966,37.0,4.965578847829638,25.72409741893364,4.0,6.43102435473341,40.799290444839215,3.0,13.599763481613072,0.0,0.0,0.0,27.362405713367046,4.0,6.8406014283417615,49.30764316814004,6.5,7.585791256636929,72.72554778888721,10.0,7.272554778888721,33.69866041645954,20.0,1.684933020822977,80.6283961077313,10.0,8.06283961077313,11.136291978504445,9.0,1.2373657753893827,33.57455453403707,26.0,1.2913290205398873,39.00364926682958,19.5,2.0001871418886963
100,172.69885451869487,53.0,3.258468953182922,215.07118407766978,27.0,7.965599410284066,291.97672670222903,44.0,6.635834697777932,0.0,0.0,0.0,121.49705532061614,30.0,4.049901844020538,68.16987260502148,40.0,1.704246815125537,210.56152910084063,19.0,11.082185742149507,0.0,0.0,0.0,0.0,0.0,0.0,273.55539274900764,27.5,9.94746882723664,91.80460413134784,9.0,10.20051157014976,30.20363106580527,10.0,3.0203631065805268,24.203948960695627,4.5,5.378655324599028,10.362281999999993,1.5,6.9081879999999956,11.060006801271596,3.0,3.6866689337571987,16.46241392921158,3.5,4.703546836917594,1.9091760965719118,1.0,1.9091760965719118
